=== VIBE CODE ANTI-PATTERN REPORT ===
Timestamp: 20260411T133604

--- 6a: Hardcoded Config (localhost:) ---
  HARDCODED: /Users/pikeymickey/.gemini/antigravity/Monorepo-Uphillsnowball/apps/legaltrack/src/legaltrack/config.py:13:    DATABASE_URL: str = "postgresql+asyncpg://user:pass@localhost:5432/legaltrack"
  HARDCODED: /Users/pikeymickey/.gemini/antigravity/Monorepo-Uphillsnowball/apps/aiyou-web-dashboard/src/app/api/copilotkit/route.ts:12:    shadowtag_nexus_agent: new HttpAgent({ url: "http://localhost:8080/" }),
  HARDCODED: /Users/pikeymickey/.gemini/antigravity/Monorepo-Uphillsnowball/apps/aiyou-web-dashboard/src/components/VectorRetrieval.tsx:22:      const response = await fetch(`http://localhost:8000/transcript/retrieval/${documentId}`);
  HARDCODED: /Users/pikeymickey/.gemini/antigravity/Monorepo-Uphillsnowball/apps/kovelai/agent/kovelai_agent.py:307:    print(f"   AG-UI endpoint: http://localhost:{port}/api/copilotkit")
  HARDCODED: /Users/pikeymickey/.gemini/antigravity/Monorepo-Uphillsnowball/apps/kovelai/agent/kovelai_agent.py:308:    print(f"   Health check:   http://localhost:{port}/health")
  HARDCODED: /Users/pikeymickey/.gemini/antigravity/Monorepo-Uphillsnowball/apps/kovelai/api/main.py:37:    allow_origins=["https://kovelai.com", "http://localhost:3000"],
  HARDCODED: /Users/pikeymickey/.gemini/antigravity/Monorepo-Uphillsnowball/apps/aiyou_stack/nascent-apollo/libs/steel/native_jetski.py:21:    def __init__(self, cdp_url="http://localhost:9222"):
  HARDCODED: /Users/pikeymickey/.gemini/antigravity/Monorepo-Uphillsnowball/apps/aiyou_stack/nascent-apollo/libs/arsenal_recovered/src_vertex_rag_demo_dual_llms_with_judge.py:50:DEFAULT_OLLAMA_URL = "http://localhost:11434/api/tags"
  HARDCODED: /Users/pikeymickey/.gemini/antigravity/Monorepo-Uphillsnowball/apps/aiyou_stack/nascent-apollo/libs/arsenal_recovered/arsenal_recovered_src_vertex_rag_demo_dual_llms_with_judge.py:50:DEFAULT_OLLAMA_URL = "http://localhost:11434/api/tags"
  HARDCODED: /Users/pikeymickey/.gemini/antigravity/Monorepo-Uphillsnowball/apps/aiyou_stack/aiyou-fastapi-services/digital-freeway-api/utils/telemetry_generator.py:72:        await generator.run(api_url="http://localhost:8080")
  HARDCODED: /Users/pikeymickey/.gemini/antigravity/Monorepo-Uphillsnowball/apps/aiyou_stack/aiyou-fastapi-services/digital-freeway-api/utils/telemetry_generator.py:102:        api_url: str = "http://localhost:8080",
  HARDCODED: /Users/pikeymickey/.gemini/antigravity/Monorepo-Uphillsnowball/apps/aiyou_stack/aiyou-fastapi-services/digital-freeway-api/utils/telemetry_generator.py:173:    parser.add_argument("--url", default="http://localhost:8080", help="API URL")
  HARDCODED: /Users/pikeymickey/.gemini/antigravity/Monorepo-Uphillsnowball/apps/aiyou_stack/aiyou-fastapi-services/ingestion/sources/darkweb_adapter.py:4:Routes requests through Tor (localhost:9050 SOCKS5).
  HARDCODED: /Users/pikeymickey/.gemini/antigravity/Monorepo-Uphillsnowball/apps/aiyou_stack/aiyou-fastapi-services/antigravity_status.py:40:            response = requests.get("http://localhost:8888/health", timeout=5)
  HARDCODED: /Users/pikeymickey/.gemini/antigravity/Monorepo-Uphillsnowball/apps/aiyou_stack/aiyou-fastapi-services/antigravity_status.py:45:                root_response = requests.get("http://localhost:8888/", timeout=5)
  HARDCODED: /Users/pikeymickey/.gemini/antigravity/Monorepo-Uphillsnowball/apps/aiyou_stack/aiyou-fastapi-services/antigravity_status.py:56:                "docs_url": "http://localhost:8888/docs",
  HARDCODED: /Users/pikeymickey/.gemini/antigravity/Monorepo-Uphillsnowball/apps/aiyou_stack/aiyou-fastapi-services/app/config.py:79:    cors_origins: list[str] = Field(default=["http://localhost:3000", "http://localhost:8000"])
  HARDCODED: /Users/pikeymickey/.gemini/antigravity/Monorepo-Uphillsnowball/apps/aiyou_stack/aiyou-fastapi-services/app/core/config.py:48:    ALLOWED_ORIGINS: str = Field(default="http://localhost:3000")
  HARDCODED: /Users/pikeymickey/.gemini/antigravity/Monorepo-Uphillsnowball/apps/aiyou_stack/aiyou-fastapi-services/app/core/secrets.py:211:        default_url = "redis://localhost:6379/0"
  HARDCODED: /Users/pikeymickey/.gemini/antigravity/Monorepo-Uphillsnowball/apps/aiyou_stack/aiyou-fastapi-services/app/models.py:109:    target_url: str = "http://localhost:8000"
  HARDCODED: /Users/pikeymickey/.gemini/antigravity/Monorepo-Uphillsnowball/apps/aiyou_stack/aiyou-fastapi-services/app/quality/sonar_client.py:25:        self.url = url or os.getenv("SONAR_HOST_URL", "http://localhost:9000")
  HARDCODED: /Users/pikeymickey/.gemini/antigravity/Monorepo-Uphillsnowball/apps/aiyou_stack/aiyou-fastapi-services/app/quality/sonar_connected_mode.py:13:    url = os.environ.get("SONAR_HOST_URL", "http://localhost:9000")
  HARDCODED: /Users/pikeymickey/.gemini/antigravity/Monorepo-Uphillsnowball/apps/aiyou_stack/aiyou-fastapi-services/app/config/settings.py:33:    DATABASE_URL: str = "postgresql+asyncpg://user:password@localhost:5432/shadowtag_v4"
  HARDCODED: /Users/pikeymickey/.gemini/antigravity/Monorepo-Uphillsnowball/apps/aiyou_stack/aiyou-fastapi-services/app/config/settings.py:34:    MONGO_URI: str = "mongodb://localhost:27017/shadowtag_v4"
  HARDCODED: /Users/pikeymickey/.gemini/antigravity/Monorepo-Uphillsnowball/apps/aiyou_stack/aiyou-fastapi-services/app/api/v1/ingestion.py:41:    curl -X POST "http://localhost:8000/api/v1/ingestion/jobs" \\
  HARDCODED: /Users/pikeymickey/.gemini/antigravity/Monorepo-Uphillsnowball/apps/aiyou_stack/aiyou-fastapi-services/app/api/v1/ingestion.py:77:    curl "http://localhost:8000/api/v1/ingestion/jobs/job_20251117_123456/status"
  HARDCODED: /Users/pikeymickey/.gemini/antigravity/Monorepo-Uphillsnowball/apps/aiyou_stack/aiyou-fastapi-services/app/api/v1/ingestion.py:103:    curl "http://localhost:8000/api/v1/ingestion/jobs/job_20251117_123456"
  HARDCODED: /Users/pikeymickey/.gemini/antigravity/Monorepo-Uphillsnowball/apps/aiyou_stack/aiyou-fastapi-services/app/api/v1/ingestion.py:130:    curl "http://localhost:8000/api/v1/ingestion/jobs?page=1&page_size=10"
  HARDCODED: /Users/pikeymickey/.gemini/antigravity/Monorepo-Uphillsnowball/apps/aiyou_stack/aiyou-fastapi-services/app/api/v1/ingestion.py:151:    curl "http://localhost:8000/api/v1/ingestion/metrics"
  HARDCODED: /Users/pikeymickey/.gemini/antigravity/Monorepo-Uphillsnowball/apps/aiyou_stack/aiyou-fastapi-services/app/api/v1/ingestion.py:175:    curl "http://localhost:8000/api/v1/ingestion/health"
  HARDCODED: /Users/pikeymickey/.gemini/antigravity/Monorepo-Uphillsnowball/apps/aiyou_stack/aiyou-fastapi-services/app/infrastructure/gptram.py:83:        self.redis_url = redis_url or os.getenv("REDIS_URL", "redis://localhost:6379/0")
  HARDCODED: /Users/pikeymickey/.gemini/antigravity/Monorepo-Uphillsnowball/apps/aiyou_stack/aiyou-fastapi-services/app/routes/gemini_agents.py:58:    curl -X POST http://localhost:8080/api/v1/agents/classify-debate \
  HARDCODED: /Users/pikeymickey/.gemini/antigravity/Monorepo-Uphillsnowball/apps/aiyou_stack/aiyou-fastapi-services/app/routes/gemini_agents.py:124:    curl -X POST http://localhost:8080/api/v1/agents/agent/skeptic/propose \
  HARDCODED: /Users/pikeymickey/.gemini/antigravity/Monorepo-Uphillsnowball/apps/aiyou_stack/aiyou-fastapi-services/app/routes/gemini_agents.py:365:    curl -X POST http://localhost:8080/api/v1/agents/function-calling/atp-519 \
  HARDCODED: /Users/pikeymickey/.gemini/antigravity/Monorepo-Uphillsnowball/apps/aiyou_stack/aiyou-fastapi-services/frontend/src/app/settings/page.tsx:130:              defaultValue="http://localhost:8000"
  HARDCODED: /Users/pikeymickey/.gemini/antigravity/Monorepo-Uphillsnowball/apps/aiyou_stack/aiyou-fastapi-services/frontend/src/app/settings/page.tsx:140:              defaultValue="http://localhost:8600"
  HARDCODED: /Users/pikeymickey/.gemini/antigravity/Monorepo-Uphillsnowball/apps/aiyou_stack/aiyou-fastapi-services/frontend/src/app/layout.tsx:26:            backendUrl="http://localhost:8080"
  HARDCODED: /Users/pikeymickey/.gemini/antigravity/Monorepo-Uphillsnowball/apps/aiyou_stack/aiyou-fastapi-services/frontend/src/components/analytics/IsolatedAnalytics.tsx:10:  backendUrl?: string; // e.g., "http://localhost:8080"
  HARDCODED: /Users/pikeymickey/.gemini/antigravity/Monorepo-Uphillsnowball/apps/aiyou_stack/aiyou-fastapi-services/frontend/src/components/analytics/IsolatedAnalytics.tsx:16:  backendUrl = "http://localhost:8080",
  HARDCODED: /Users/pikeymickey/.gemini/antigravity/Monorepo-Uphillsnowball/apps/aiyou_stack/aiyou-fastapi-services/measure_p99.py:51:    target_url = os.getenv("API_URL", "http://localhost:8000")
  HARDCODED: /Users/pikeymickey/.gemini/antigravity/Monorepo-Uphillsnowball/apps/aiyou_stack/aiyou-fastapi-services/experiments/temporal-worker/worker.py:20:        os.getenv("TEMPORAL_ADDRESS", "localhost:7233"),
  HARDCODED: /Users/pikeymickey/.gemini/antigravity/Monorepo-Uphillsnowball/apps/aiyou_stack/aiyou-fastapi-services/database.py:9:    "DATABASE_URL", "postgresql://REDACTED_USER:REDACTED_PASS@localhost:5432/ShadowTag-v2_db"
  HARDCODED: /Users/pikeymickey/.gemini/antigravity/Monorepo-Uphillsnowball/apps/aiyou_stack/aiyou-fastapi-services/agents/fastvlm_client.py:81:        n-autoresearch/Kosmos/BioAgents_url: str = "http://localhost:8600",
  HARDCODED: /Users/pikeymickey/.gemini/antigravity/Monorepo-Uphillsnowball/apps/aiyou_stack/aiyou-fastapi-services/agents/colab_coop.py:96:        self.n-autoresearch/Kosmos/BioAgents_url = os.getenv("n-autoresearch/Kosmos/BioAgents_URL", "http://localhost:8600")
  HARDCODED: /Users/pikeymickey/.gemini/antigravity/Monorepo-Uphillsnowball/apps/aiyou_stack/aiyou-fastapi-services/agents/agent0_poc.py:123:        n-autoresearch/Kosmos/BioAgents_url: str = "http://localhost:8600",
  HARDCODED: /Users/pikeymickey/.gemini/antigravity/Monorepo-Uphillsnowball/apps/aiyou_stack/aiyou-fastapi-services/agents/agent0_poc.py:469:    n-autoresearch/Kosmos/BioAgents_url: str = "http://localhost:8600", max_iterations: int = 100
  HARDCODED: /Users/pikeymickey/.gemini/antigravity/Monorepo-Uphillsnowball/apps/aiyou_stack/aiyou-fastapi-services/agents/hybrid_orchestrator.py:54:    n-autoresearch/Kosmos/BioAgents_URL = os.environ.get("n-autoresearch/Kosmos/BioAgents_URL", "http://localhost:8600")
  HARDCODED: /Users/pikeymickey/.gemini/antigravity/Monorepo-Uphillsnowball/apps/aiyou_stack/aiyou-fastapi-services/agents/cloudcode_client.py:251:        n-autoresearch/Kosmos/BioAgents_url = os.getenv("n-autoresearch/Kosmos/BioAgents_URL", "http://localhost:8600")
  HARDCODED: /Users/pikeymickey/.gemini/antigravity/Monorepo-Uphillsnowball/apps/aiyou_stack/aiyou-fastapi-services/agents/loop_agent.py:66:    n-autoresearch/Kosmos/BioAgents_URL = os.environ.get("n-autoresearch/Kosmos/BioAgents_URL", "http://localhost:8600")
  HARDCODED: /Users/pikeymickey/.gemini/antigravity/Monorepo-Uphillsnowball/apps/aiyou_stack/aiyou-fastapi-services/backend/app/config.py:22:    DATABASE_URL: str = "postgresql+asyncpg://user:password@localhost:5432/ShadowTag-v2_compliance"
  HARDCODED: /Users/pikeymickey/.gemini/antigravity/Monorepo-Uphillsnowball/labs/uphillsnowball/legal-swarm/agents/judge_human/worker.py:27:REDIS_URL = os.getenv("REDIS_URL", "redis://localhost:6379")
  HARDCODED: /Users/pikeymickey/.gemini/antigravity/Monorepo-Uphillsnowball/labs/uphillsnowball/ane-workbench/ane_cortex_stack_v9/service/app/config.py:10:    postgres_dsn: str = "postgresql://postgres:postgres@localhost:5432/ane_mem"
  HARDCODED: /Users/pikeymickey/.gemini/antigravity/Monorepo-Uphillsnowball/labs/uphillsnowball/ane-workbench/ane_cortex_stack_v9/service/app/providers/embeddings.py:27:        self.base_url = base_url or os.getenv("EMBED_BASE_URL", "http://localhost:11434/v1")
  HARDCODED: /Users/pikeymickey/.gemini/antigravity/Monorepo-Uphillsnowball/labs/uphillsnowball/tauri-agentic-workspace/cypress.config.ts:5:    baseUrl: 'http://localhost:1420',
  HARDCODED: /Users/pikeymickey/.gemini/antigravity/Monorepo-Uphillsnowball/tools/test-generator/templates.ts:171:  const baseUrl = process.env.API_URL || 'http://localhost:3000';
  HARDCODED: /Users/pikeymickey/.gemini/antigravity/Monorepo-Uphillsnowball/tools/devtools-frontend/extensions/cxx_debugging/e2e/runner.py:475:                f'http://localhost:{options.port}/{os.path.relpath(test.output_file, test.output_directory)}'
  HARDCODED: /Users/pikeymickey/.gemini/antigravity/Monorepo-Uphillsnowball/tools/devtools-frontend/extensions/cxx_debugging/e2e/runner.py:479:            pages = [f'http://localhost:{options.port}/']
  HARDCODED: /Users/pikeymickey/.gemini/antigravity/Monorepo-Uphillsnowball/tools/devtools-frontend/extensions/cxx_debugging/e2e/cxx-debugging-extension-helpers.ts:55:  return `https://localhost:${getTestServerPort()}`;
